2019-09-15 16:03		5分	游客没用填写买票情况      	XinVCherish		广西值得去的地方，每个季节都不一样。
2016-04-05 23:50		5分	游客没用填写买票情况      	M35****236		太壮观了！一直从电视里看到，这从终于圆梦了！
2016-04-04 12:35		4分	游客没用填写买票情况      	E14****529		挺壯觀的，但感覺不值100的門票。跟別地方的梯田都差不多。
2016-04-04 03:43		4分	游客没用填写买票情况      	Zoey1994		适合春秋两季&#x20;爬上山坡向下看&#x20;层层梯田像是一块块巨大的抹茶蛋糕&#x20;从桂林出发&#x20;从客运站坐去和平的客车票价二十五&#x20;之后换乘去大寨的客车&#x20;车上会有景区的人上来卖票&#x20;门票一百元&#x20;学生票半价&#x20;中间发生了插曲&#x20;客车售票员说我们不是本地人不能享受正常票价&#x20;多加十元&#x20;我们据理力争才没被黑&#x20;大家也要注意一下&#x20;车厢里是贴了价格表的
2016-04-04 00:41		4分	游客没用填写买票情况      	猫巴		龙脊梯田&#x20;是我上次来桂林游玩时留下的一个小小遗憾，当时因为时间问题没能去成。所以这次安排行程时，我把龙脊梯田&#x20;作为了一个必选项目。本来是计划在大寨的全景楼住&#x20;住&#x20;一晚，房间都选好了，不过那几天一直下雨，根本看不到日出，而且住&#x20;住&#x20;全景楼要带着小朋友走两个多小时的山路。综合考虑再三，我把龙脊两日的计划改成了一日游。
2016-04-03 16:54		4分	游客没用填写买票情况      	L朝颜		梯田蜿蜒向上，晃的我晕头转向。坐上索道，梯田近在脚下。层层叠叠的绿，海浪一样延伸到四面八方，虽没灌水，也不是金秋时节，可铺天盖地的绿，还是让我们心情大好。非大自然的鬼斧神工，而是劳动人民千百年智慧的结晶。&#x0A;随手一拍即是风景。远处是被梯田包裹的村落。下山路上经过瑶族人家，门口织布的阿婆问，几位吃过饭没有？笑着摆手，她也没再追问，低头继续工作。&#x0A;到了梯田，肯定要吃竹筒饭。味道有点甜，有点咸。风声，树声，店家吆喝声，几个游人兴高采烈的聊天，用的是方言，没听懂。还品尝了当地人自家酿的糯米酒，甜，有后劲，一口气喝了小半斤有点醉。&#x0A;关于吃，每一家客栈都可以吃饭，两个女生可以各点一个竹筒饭，再要一份竹筒鸡足够。
2016-04-02 23:40		5分	游客没用填写买票情况      	joyzpl		看到了梯田，看到了七星伴月，看到了日出，收获好大！
2016-04-01 22:35		5分	游客没用填写买票情况      	水里的鱼鱼		值得一去！四月的梯田虽然不完美，但是烟雨朦胧，别有一番滋味！
2016-03-31 18:28		5分	游客没用填写买票情况      	炫飞		景色非常不错，值得一去的地方。
2016-03-30 16:24		4分	游客没用填写买票情况      	heartyhk		3月底，桂林出发，跟团一日游。对于爱走的人来说，跟团是很不愉快的体验；团队集合时间是根据双程索道的人设计的，12点山下散团，3点山下停车场集合；我们算路上没敢耽误的了，一个小时爬上山，40分钟左右下山，中午吃饭花了一小时（你想快也得等人上菜不是），中间花了20分钟观景拍照，简直赶成牛，最后还是迟到了10分钟，被导游一个电话又一个电话催成狗。年龄&amp;gt;60的建议双程索道往返；年龄&amp;lt;30可以双程爬；40上下的如果没有锻炼习惯，还是索道上爬下吧。爬山的青石板很陡，如果遇到下雨应当更加难走。3月底的时节，并没有放水插秧，也并没有大片的油菜花，只是田里的一点杂草，有图为证。往返路上6小时，只在山里走了这么3小时，感觉有点不值得。即便如此，梯田本身已足够壮观；等插秧了或者稻子成熟了，应该更加壮观，这时候在山里住一两天，徒步观赏，应该是很棒的旅行体验。
2016-03-30 01:11		5分	游客没用填写买票情况      	joyzpl		空气清新，景色真美，最关键的是还看到了美丽的日出，难忘的回忆，不虚此行。
2016-03-28 17:56		5分	游客没用填写买票情况      	M19****637		景点不错超级美，可以顾着拍照都忘了好好欣赏风景。建议走上去坐缆车下山。随身累可是很美！！！
2016-03-26 15:32		4分	游客没用填写买票情况      	_WeCh****37029		很好，就是我们去的时候不是时候，最好4到10月出行，我们去看的都是光秃秃的山，不过还是挺值的去的，毕竟梯田是人类的智慧而形成的
2016-03-22 21:58		4分	游客没用填写买票情况      	202****921		今次游龙脊梯田在下雨，上下都不方便，但又有另一番景象，雾蒙蒙的梯田非常壮观非常美！值得一游！
2016-03-22 15:05		4分	游客没用填写买票情况      	Coco夏s		那么龙脊梯田，真的是一个不得不去的地方。让你体验桂林真正的“山”&#x20;龙脊梯田始建于元朝，完工于清初，距今已有650多年历史。梯田分布在海拔300米至1100米之间，最大坡度达50度。
2016-03-21 22:02		5分	游客没用填写买票情况      	春祥吉川富		3月尾去，能见识她的宏伟，也能见识她的美。能白天玩，晚上才下雨，算是天公作美!原来这些田是靠马来耕的
2016-03-21 16:50		4分	游客没用填写买票情况      	CNR赣勇		龙脊梯田始建于元朝，完工于清初，距今已有650多年历史，是广西二十个一级景点之一。梯田把一座座山峰环绕成一只只巨大的螺蛳，有的像巨扇一样半摺半开，斜叠成一个个狭长的扇；有的则像天镜被分割，然后有层次地镶嵌成多种图形的碎块，在这个广袤的方围内，小路悠悠地，蜿蜒在跌宕有致的梯田里，飘忽成一根根细绳，而袅袅地萦绕在它上空的龙脊壮族山歌，缥缈成一缕缕云烟；那一幢幢被水光映照，被云影拂弄的壮族“麻烂”（木楼），则被空灵成仙宫了。&#x20;梯田景观&#x20;龙脊梯田的景色，还随着季节的变化而变化，时而春水融融，时而绿波荡漾，时而一片金黄。春、夏、秋在这里分别是三幅套色的版画，而把成熟和丰收交给晒楼和谷仓以后的冬天，龙脊梯田则是一幅色调分明的黑白版画。
2016-03-21 14:10		4分	游客没用填写买票情况      	homerli		梯田很壮观，现在收大门票，其实比之前要好，毕竟统一了嘛，原来到过，再来感觉还是相当不错，景色很好，缆车也建好好，只是酒店在另一边就没坐。&#x0A;&#x0A;夏天过来，山上也凉快，只是山路实在不好走，佩服这里的少数民族，妇女还帮着背大件行李（当然要收费，大致30-40元一件）。
2016-03-21 12:55		5分	游客没用填写买票情况      	爱威		风景很美，但到现在还在怀念的是桂林米粉的味道
2016-03-19 08:41		5分	游客没用填写买票情况      	Mandy7777		爬龙脊梯田虽然很累，大概40分钟，但爬到观景台的那一刻让我震惊了！梯田蜿蜒环绕尽收眼底！真的不愧是九龙五虎、七星伴月之称！
2016-03-11 15:36		5分	游客没用填写买票情况      	RememberURaGirI		很不错、景色也很好、性价比也还比较可以&#x0A;下次还介绍朋友来哦
2016-03-10 23:06		4分	游客没用填写买票情况      	M32****365		这是挺有意思，不同季节，不同时候可以拍出不同效果的相片。
2016-03-07 06:21		5分	游客没用填写买票情况      	放鹤亭		景色很美，气势非常大，总之“好”
2016-03-04 22:15		5分	游客没用填写买票情况      	maybe 天天		拍照的圣地，因为我们去的时候是6月份，刚好遇到放水，梯田里的水在太阳照射下反射出来的光非常美。不用美图拍出来的都是美图，任何角度各个场景。
2016-02-29 13:10		5分	游客没用填写买票情况      	湖中的丹顶鹤		这里太值得一去了。尤其放水了就更漂亮了。再加日出日落美的如画。推荐大家一定去看看
2016-02-25 11:10		4分	游客没用填写买票情况      	M14****436		这里不错，我春季期间去的，景观一般，不过人少，很多时候独自走在山中，很舒适。灌水时和秋季应该是很美的很壮观的。喜欢摄影的人们一定喜欢。那里的住宿也不贵，休闲地边走边看很是美好。不过淡季需要注意从桂林过去的直达车班次。几乎都可以找客栈帮忙订的。在哪里住一天的话时间就比较充足。
2016-02-24 04:51		4分	游客没用填写买票情况      	rajahxu		龙脊梯田&#x20;是我觉得整个旅行中最值得一去的地方，这里有几个季节值得一来，5月份放水的时候，梯田映出来的像镜子，7-8月份，稻子成长的季节，一片绿色，9-10月份丰收的季节，一片一片金黄色的。而6月份，景象真的差了点，不过还是看得出梯田的雄伟磅礴的气势。
2016-02-20 14:00		2分	游客没用填写买票情况      	alice奇幻漂流		桂林龙胜平安村的梯田放水了，美极了
2016-02-19 18:06		3分	游客没用填写买票情况      	M15****506		这个季节去，田间光秃秃的，没什么可看的，建议夏秋季节去
2016-02-18 13:25		4分	游客没用填写买票情况      	M97****62		，由桂林过去没高速，只有县道可走，路况一般，到了景点大门买票还要走十多公里山路才到平安寨停车场，山路急湾很多！空气很好，景色不错，银河湾酒店不错，很干净，就是比较高，要爬山路上去
2016-02-18 13:15		5分	游客没用填写买票情况      	M78****38		景色很美，如果是灌水后肯定更好。在梯田那边吃了竹筒饭还有农家菜，真不错。因为是过年期间，人和车都特别多。如果是平常去的话倒是挺好的。建议自助游的还是包当地人的车会更好，毕竟人生地不熟加上有山路会比较麻烦
2016-02-17 23:56		4分	游客没用填写买票情况      	Maggie		这里的人太纯朴了&#x20;现在很小见到这么原始的旅游点&#x20;希望找到好的酒店在不同季节再来住
2016-02-16 14:07		5分	游客没用填写买票情况      	137****8369		非常美的梯田，寨子里的人非常热情，值得一去。
2016-02-16 08:25		5分	游客没用填写买票情况      	香格里拉神话		靓到无朋友，值得一游，好去处，正
2016-02-15 08:38		4分	游客没用填写买票情况      	秋晓薄曦		放水后的梯田还是很漂亮的，可惜去的时候天气不好，如果有阳光会更美。沿途看到些蕨类，很可爱*^o^*
2016-02-14 22:50		3分	游客没用填写买票情况      	颜Sir		一般，住宿条件跟不上，山路走得很辛苦
2016-02-14 22:44		5分	游客没用填写买票情况      	M22****441		梯田超级棒！！！桂林旅行最满意的景点&#x20;有机会住上几天真的有很不一样的体验！
2016-02-14 16:44		5分	游客没用填写买票情况      	waitaged		景色非常好，值得去，就是沿途路不好走
2016-02-14 11:51		5分	游客没用填写买票情况      	傲洛		非常美！值得来！壮美景色不赘述，网上各种照片可参考。在此分享些许个人体会，希望可以帮到后来的游客朋友们。&#x0A;&#x0A;交通：桂林到金坑比较方便是坐全景楼专车。我自行打电话到全景楼预约的，很方便，不住他家也负责接，50&#x2F;人，香江大饭店门口接，直送到金坑停车场，车程三小时，山路段较多，有点小晕。看过些攻略，貌似这是最快最省心的交通方式。&#x0A;&#x0A;住宿：这里是瑶族村寨，房屋都是木质吊脚楼，旅社不少，看起来蛮新蛮干净的。选哪家，主要考虑了体力和环境。爬得动山，想开窗见美景和看日出日落的，当然住得越高越高，不过爬上去真的需要很强健的体魄和坚强的毅力。&#x0A;想省力一点的我，住在山脚村寨里，老板会出来接你，顺便帮你免费把行李拎进去，停车场步行过去大概十分钟吧，不必爬坡，很轻松。寨子里民宿看起来基本都带饭馆，路边还有小吃，吃东西不成问题，还能买点手工艺品什么的。比较方便。晚上睡觉也很安静。山里气温比外面冷，所以选了空调房，明智。&#x0A;&#x0A;坐缆车：很适老人小孩和不爱爬山的游客，可以直接上到最高的3号景观台金佛顶，另两个观景点是需要步行的。坐在轿厢里就能欣赏梯田，实在壮观，非常棒！1600米长，往返120，单程70。票价看似小贵，但对我们来说，后来试爬了一段山路，才觉得坐缆车太明智了！&#x0A;爬山：喜欢挑战自我和体力强健者，可自行爬上去或走下来，真的蛮费体力的，走的时候记得沿着石板路走。分叉路口一般有路标指示方向。&#x0A;&#x0A;民族服饰拍照：金佛顶上有好几个租衣服点，10&#x2F;件，你自己穿好了随便拍。衣服很新很干净，穿上也挺漂亮，值得一拍！&#x0A;&#x0A;当地村民挺淳朴亲切的，态度也都非常好。大巴，旅店，缆车，民族服饰都是蛮新蛮干净的，让人觉得很舒服。村里也有更多民宿在建，全村看起来基本都搞旅游了。但愿他们致富经营的同时，能够保护环境以及保持良好的旅游环境，让更多的人喜爱这里。
2016-02-14 08:40		4分	游客没用填写买票情况      	158****1188		没有遇到最美的你。放水、插秧和水稻成熟的时候再相见。
2016-02-13 18:10		5分	游客没用填写买票情况      	M28****817		当地民风非常好，无论在哪里都受到笑脸相迎，尤其是金竹古寨的人们，体验了当地的风土人情，很不错！梯田的景观也非常壮观，超赞！
2016-02-13 08:18		5分	游客没用填写买票情况      	妖夜慌踪		如果灌水的季节一定很漂亮，可惜我这次去的时候是光秃秃的，不过依然很壮观，可以想象如果到了季节会是什么样子，一定要尝尝当地的竹筒鸡和竹筒饭，味道真心不错。景区的路很不好走，硬件设施还需要完善。
2016-02-13 01:37		4分	游客没用填写买票情况      	冰山玫瑰		风景真的是美丽无比啊！可以太遥远了，非常适合摄影爱好者！
2016-02-12 22:46		5分	游客没用填写买票情况      	M19****124		很好玩，风景很好哦！一路上村民朴实，热情
2016-02-12 22:28		5分	游客没用填写买票情况      	rajahxu		这是桂林旅游的重头戏&#x20;可惜天气不好&#x20;第一天下雨&#x20;缆车上下了一次&#x20;还是很壮观的&#x20;梯田完全是当地人聪明才智的体现&#x20;最大限度地种植粮食&#x20;6月已经插秧&#x20;还是要感叹大自然和智慧农民的结合&#x20;山里要住一晚&#x20;第二天一早去了第二观景台&#x20;一大早爬爬山&#x20;呼吸大自然清新空气&#x20;润润肺&#x20;也是我们城里人不错的选择
2016-02-12 19:57		5分	游客没用填写买票情况      	_CFT01****1640737		漂亮&#x20;住的最高峰&#x20;爬很累&#x20;但是景色好极了&#x20;空气也好&#x20;好蓝的天
2016-02-12 18:24		5分	游客没用填写买票情况      	吴名小卒		风景挺好看的，住的旅店也是杠杠滴
2016-02-10 14:14		4分	游客没用填写买票情况      	精灵背包游侠		一年四季都有不同的美，一般摄影师们喜欢春天时来，因为水田倒影着天空与阳光，能拍出唯美的照片。
2016-02-07 19:32		5分	游客没用填写买票情况      	M10****764		对于从没上过山住过山寨的娃来说，确实是一种享受，享受山里的那种恬静，可能正是因为交通的不方便，让我觉得这寨子的人特别亲，特别热情，偷闲小屋的麦子老板更是邀我们房客一起参加了他儿子的周岁宴，感受了一下当地的风土人情，确实别有一番滋味
2016-02-07 08:38		5分	游客没用填写买票情况      	米尔腾贝格刘邦		太美了！山青水秀。没想到如仙境般的感觉真好！推荐理由五个星值得！
2016-02-06 16:55		5分	游客没用填写买票情况      	M12****132		景色太美，很纯朴。就是山路太险不好走
2016-02-04 21:52		4分	游客没用填写买票情况      	U44658****928828		这里其实没有图片上那么壮观、不过也还可以吧，可能挑好月份再来会好一点，季节不一样景色也就不一样了，推荐这里的竹筒饭
2016-02-04 18:40		5分	游客没用填写买票情况      	飞翔的云1973		景色不错，冬季时有雪好看。当然还是4-6月最好看了。
2016-02-03 09:50		5分	游客没用填写买票情况      	当地向导海南小可带你去旅行		真的是携程在手，说走就走。完全没有计划的就去了桂林，然后也没有计划的去了龙脊，啥攻略都没看就这么去了，到了山底下才定了住处，一路徒步三个都小时，风景很漂亮，虽然那天遇到了下雨路不好走，但在美丽的风景面前这些完全可以忽略。很值得一去，下次要秋天再去一次。
2016-02-02 18:21		5分	游客没用填写买票情况      	希恩米兰达		真的想再去一次，好美好美，希望能等到秋收季节再来看一看金色的田野
2016-02-01 14:33		4分	游客没用填写买票情况      	魏树弘		走了半个小时，14点50分到达2号观景台，这里可能是旅游团队的首选景点，所以游客和商摊是所有观景台中最多的，众多游客挤在一个不大的平台上，想象如果是旅游旺季会挤成何等状况。&#x20;&#x20;平安2号观景台名为“七星伴月&#x20;”，七个小山包像七颗闪烁的星星，陪伴着山顶那块较大的山包，在梯田灌满水的时节，远远望去像七颗星星陪伴着一轮明月，组成一幅美丽的画卷。虽然这里可以也看到整个梯田的全景，但自我感觉视觉上比大寨的“七星伴月&#x20;”要差一些。
2016-01-31 22:45		5分	游客没用填写买票情况      	wendy0511		也是较为著名的广西景点，可以和桂林一起玩，龙脊梯田规模很大，整齐有序、线条丰富多彩，而且坐落在大山之下，四面高山因此自然环境了得。梯田那些长长的曲线和波浪线，好像一圈圈彩带一般美丽
2016-01-30 09:51		4分	游客没用填写买票情况      	_CFT01****5178905		不错啊，值得一去，景色还可以，
2016-01-30 00:16		5分	游客没用填写买票情况      	孙默		一定不能雨天来，雾气太大是看不到梯田的！春天、冬天没有什么植物，连绵阴雨，景色就不好看了，甚至看不见田，所以时间很重要。走进几个小寨子，里面都是小路和少数民族的人，还是挺特别的。
2016-01-27 00:33		5分	游客没用填写买票情况      	肖氏帝国		公司提前安排好的自驾游十月份龙脊梯田非常漂亮
2016-01-26 21:18		2分	游客没用填写买票情况      	m96****41		景色太单一，景，区标识不全，按石坂路走经常是断头路，无良店家为了吸引人流，故意搞坏标识或者把路破坏，让人弯了很多路，只值20块吧
2016-01-26 09:38		4分	游客没用填写买票情况      	M10****332		方便出行，取票在景区山门口，人不算多很快就拿到票了。进到景区还有十多公里蜿蜒山路。
2016-01-24 21:32		5分	游客没用填写买票情况      	当地向导桂林刘导		我喜欢上龙脊梯田是刚刚做导游那年。一路的盘山公路。。路边的风景绝美。路上都有些小范围的梯田。1.5小时的路程终于迎来了“挂在天边的美景”。去的时候是初夏。碧绿的层层梯田。无限的蔓延开来。或秀丽或大气磅礴。一大片一大片的梯田。不得不佩服老祖先们的智慧。田地稀缺。就山上勤劳开垦农田。虽然小块。但最起码拥有了自己的土地。却不曾想。若干年后。这贫穷的山沟沟会成为旅游胜地。为穷人带来财富和梦想。那些浓得化不开的绿让我的心宁静又朴实。更朴实的是古朴的杆栏式吊脚楼！和富有壮族特色的客栈和酒店。和淡淡的杉树香味。淳朴的壮族人如同他们的脸庞一样平易近人！
2016-01-23 22:07		4分	游客没用填写买票情况      	舒米		景点不错，住的春天里客栈太坑人了，条件太差了。
2016-01-20 22:10		5分	游客没用填写买票情况      	淘古王安石		是我喜欢的感觉，除了景色优美，还可以领略少数民族风情。每次去桂林都要去龙胜转一圈
2016-01-16 14:27		5分	游客没用填写买票情况      	AmethystWu		风景很美，很安静，适合心情不好的时候去散心。那里温度比较低，记得多带件衣服～
2016-01-13 14:58		5分	游客没用填写买票情况      	M15****307		我们是十月中旬去的，非常可惜先去了阳朔等地，最后才去龙脊，仅仅三四天的功夫，成熟的庄稼已收割完毕，只能见到收割后的梯田，但依然层次分明。建议大家去玩的话计算好时间。从桂林市内去龙脊，越近目的地道路越险峻，景色越迷人，自驾的朋友最好不要自己驾车去玩，很多坡道拐弯，由当地人驾车或坐旅行大巴可以集中精力欣赏美景。我们去的金坑，长长的石级似乎一直走不到头，对老人来说非常吃力，回去时我们走后山，抄小路而行，是当地人为方便自己凿的石梯一段平路，一段石梯，这个石梯在野生植物环绕中另有一番野趣。年轻人推荐，老人慎重选择。
2016-01-13 11:44		5分	游客没用填写买票情况      	叶子8888		梯田很美，不虚此行！特别是秋冬交替时季，特别漂亮。
2016-01-12 22:02		5分	游客没用填写买票情况      	平凡之路-老吴		国庆节后10左右去的，正好赶上稻子收割前，看到了七星伴月景点。景色颇为壮观，值得一看！
2016-01-12 12:43		5分	游客没用填写买票情况      	nuaa_highway		桂林山水美，很少人知道梯田也美，这里的梯田很壮观，还会为游客特地多留几天水，只是气候原因，这里晴天不多。
2016-01-08 11:38		5分	游客没用填写买票情况      	草木犀流		龙脊梯田闻名遐迩，很那里的山水和湿润空气，如果是秋天一片金黄景色会更美，游人不算多，能感受到当地瑶族的淳朴氛围。
2016-01-08 08:37		5分	游客没用填写买票情况      	曾管家		平安梯田秀丽，金坑梯田壮观，两者感觉不同，都很喜欢
2016-01-07 21:18		4分	游客没用填写买票情况      	shine海岸		去的那天正好大雾，什么梯田，什么风景都没看到，站那拍照身后一片白茫茫，月亮是唯一能够体现我们去过了龙脊梯田。
2016-01-06 15:45		4分	游客没用填写买票情况      	春华秋实363		龙脊梯田&#x20;位于广西龙胜各族自治县和平乡平安村，人们说的龙脊梯田&#x20;是指平安梯田。其实龙脊梯田&#x20;主要由平安梯田和金坑梯田&#x20;组成。梯田有鬼斧神工的造型和如诗如画的意境。曲线优美。其线条行云流水，潇洒柔畅；其规模磅礴壮观，气势恢弘，有“梯田世界之冠”的美誉。
2016-01-05 17:11		5分	游客没用填写买票情况      	当地向导吴桂玲		从桂林过去路程有点远，折腾了差不多3小时才到景区，到了景区还要，花一个半小时才能到！不过到达之后，真正的被眼前的景色，所迷住了，漂亮的麦田，一望无际呀！壮族苗族的人民是多么的勤劳。来到这个地方，心境前所未有的宁静。
2016-01-05 02:27		5分	游客没用填写买票情况      	M26****510		非常美的地方，这里的每个人都很善良、朴实。我们去住的是当地的家庭客栈，一家人都很热情，有种像回自己家的感觉。这里的美景真的值得来感受，上到1.2.3号观景台的时候，真的有种舍不得下来的感觉。
2016-01-04 19:07		4分	游客没用填写买票情况      	Lz27		桂林龙胜的龙脊梯田景区位于海拔800多米、少数民族居住的高山地区。懒途帮我们预定的酒店叫星月山庄，在龙脊梯田景区平安寨梯田景区致高处，在龙胜最著名的七星伴月附近。龙脊景区分为平安梯田，金坑梯田和古壮寨梯田，购买了龙脊梯田景区门票后，无论去哪个梯田都不需要再缴纳多余费用了。&#x20;倔强的我们为了沿途美景选择没有选择缆车或者包车，爬了差不多一小时才到客栈。路上有很多村民和游客，所以不用担心迷路问题，&#x20;这里的人都很好客~&#x20;没错是我，后面的古楼实在是太好看了，忍不住合照一张。&#x20;&#x20;
2016-01-03 14:29		5分	游客没用填写买票情况      	开森哟		五六月去最好，11、12月没什么好看的，雾很大
2016-01-01 22:02		4分	游客没用填写买票情况      	M18****910		一般吧，实际的风景没有想象的好看，都不像梯田，可能是我们去的不是时候
2016-01-01 15:26		4分	游客没用填写买票情况      	抽烟斗的男人		虽然到的时候天气不好，但是还是能看到壮观的梯田，值得一去
2015-12-31 15:19		5分	游客没用填写买票情况      	午后的猫7941		虽然去的时间不是正确的时间，但还是值得去的地方
2015-12-28 15:27		5分	游客没用填写买票情况      	森99		如果是雨天应该会更美，空气还是很清新的，竹筒饭不错。
2015-12-27 22:02		5分	游客没用填写买票情况      	陈之豪		看梯田的话最好是在梯田放水的季节去，我们是夏天去的，尽管已经和令人惊叹了，但是放水季节肯定更加漂亮。最美的“七星伴月”，一定得去看看。
2015-12-27 18:09		4分	游客没用填写买票情况      	M29****121		还可以吧！可能去的时候季节不对，美景太少！
2015-12-26 09:48		5分	游客没用填写买票情况      	godllc		一日游去的&#x20;因季节&#x20;景色一般&#x20;但是能想象到金秋时节的壮美。
2015-12-26 05:40		4分	游客没用填写买票情况      	M15****835		去的时候麦子都收割了，建议三月和九月去比较好，还是挺壮观的。
2015-12-24 22:38		3分	游客没用填写买票情况      	134****6390		梯田好远，路程上花了好久，去了瑶寨和大寨，可惜去的季节不对，稻田都收割了
2015-12-24 16:38		5分	游客没用填写买票情况      	Carrie大洋		虽然是人造的。但是也是大自然的神奇功效。很美。
2015-12-21 18:12		4分	游客没用填写买票情况      	118****915		地方和服务没问题，问题是我去的季节有问题，当天下雨在一片雾气中啥也看不到！
2015-12-21 09:12		5分	游客没用填写买票情况      	小囡		景色很美，空气很清新，但是最好是自己开车去。
2015-12-19 23:37		4分	游客没用填写买票情况      	张以		层层的梯田，面积之广，落差之大都令人叹为观止，真可谓一大奇观。
2015-12-14 19:36		5分	游客没用填写买票情况      	当地向导桂林小袁		龙脊梯田，在广西龙胜各族自治县龙脊镇平安村龙脊山，距县城22公里。距桂林市80公里，处东经109&amp;#176;32&amp;#39;&amp;#39;～100&amp;#176;14&amp;#39;&amp;#39;北纬25&amp;#176;35&amp;#39;&amp;#39;～26&amp;#176;17&amp;#39;&amp;#39;之间。从广义说叫做龙胜梯田，从狭义上称为龙脊梯田。&#x0A;龙脊梯田分为金坑（大寨）瑶族梯田观景区，平安壮族梯田观景区。通常意义上的龙脊梯田是指龙脊平安壮族梯田，也是开发较早的梯田。梯田分布在海拔300米至1100米之间，最大坡度达50度，前往梯田几乎都是盘山公路，一直升到约海拔600米以上，到梯田时海拔达到880米。
2015-12-10 00:14		5分	游客没用填写买票情况      	莱恩-Lion		一个藏着大山里的，富有民族特色的，生活、旅游度假胜地。景色优美，民风淳朴。交通不是很方便，物价倒是合理的。每个季节将会有各种各样的特色景观，非常美丽风景如画的地方，值得一看！
2015-12-09 16:36		5分	游客没用填写买票情况      	燕子12345		很美，很怡人，放松心情的好地方，稻子黄的季节更胜
2015-12-05 23:03		5分	游客没用填写买票情况      	M21****086		个人觉得是个值得一去的地方，很壮观！秋天去会是另一番美景。
2015-12-05 22:30		4分	游客没用填写买票情况      	M20****252		めっちゃきれいだった、おばあちゃんちで&#x0A;食べた鳥鍋最高
2015-12-05 02:02		5分	游客没用填写买票情况      	安德鲁		梯田宏伟壮观，上去坐索道，下来徒步可以慢慢欣赏
2015-12-02 15:05		3分	游客没用填写买票情况      	sm7609		春天去的，只有绿色看不出层次感……………
2015-11-30 08:11		5分	游客没用填写买票情况      	aisitelu		虽然是深秋，但是景色仍然够美，坐索道上去可以看到大寨所有的景色，很值！
2015-11-24 01:29		5分	游客没用填写买票情况      	133****1227		景色壮丽，气势磅礴，体现劳动人民智慧与汗水的结晶，值得一去的景点
2015-11-23 11:58		5分	游客没用填写买票情况      	M17****901		龙脊梯田里面都是红瑶族，几座山里有5个寨，我们住最高最远的金坑寨，步行大概40分钟到寨上。虽然走山路比较累，但沿途的风景和经过的其他寨看到的风俗都是值了。第二天下山就当然选了包车，价格也很公道，一个车最多能坐7人，都是150元，车程20分钟左右。瑶族的人都很纯朴，做生意都童叟不欺，待人很真诚.
2015-11-21 21:12		5分	游客没用填写买票情况      	CICI		龙脊梯田。这里的人说来4次龙脊也许4次都看不到梯田，因为这里的高度和气候原因总是大雾萦绕。龙脊为两个姓氏，因为他们是近亲结婚所以身高和智商都受到了影响，但是她们很勤劳。做滑竿生意，摆摊，开餐厅，卖草鞋，蜂蜜，竹笋，最多的就是牛角，我买了牛角刮痧板、梳子、掏耳勺。来这里必须要吃的就是：米酒、壮乡竹香鱼、壮乡竹香鸡、竹筒饭，最重要的是非常本土、正宗。
2015-11-20 19:23		5分	游客没用填写买票情况      	邱聪恒		很漂亮的地方，我一直关注着桂林山水关注着人类智慧精华
2015-11-20 09:57		5分	游客没用填写买票情况      	悠悠然然95		这是第三次去龙脊了，去了3号观景台，尽管收割完毕，风景还是很美，明年10月份收割前再去一次。
2015-11-17 11:03		5分	游客没用填写买票情况      	M11****596		值得一看，中国最大的梯田之乡，在九龙五虎看日落，在七星伴月看日出。
2015-11-11 19:44		5分	游客没用填写买票情况      	WillSum		由于冬天去，看不到图片上的那种水洒收割的盛景。不过还是能感到特别的壮观，我们坐缆车上去慢慢步行而下，民风也还算淳朴
2015-11-08 21:27		5分	游客没用填写买票情况      	M10****739		梯田很壮观，很值得看。在山里客栈住了两晚，瑶族人很纯朴的
2015-11-07 09:34		4分	游客没用填写买票情况      	远方的征途		龙脊梯田&#x20;位于广西龙胜各族自治县龙脊镇平安村龙脊山，距桂林市80多公里，距龙胜县城22公里，龙脊梯田&#x20;始建于元朝，完工于清初，距今已有600多年历史。&#x20;龙脊梯田&#x20;景区分为三个寨子，分别是古壮寨梯田，平安寨梯田，金坑大寨梯田，金坑大寨梯田是龙脊梯田&#x20;里最为壮观和最漂亮的，到了景区大门买门票，去景区的路是盘山公路，开车还要走半个多小时，金坑梯田&#x20;在景区里面是海拔最高的景点，可以在这个景点看日出日落，景色很美，梯田磅礴壮观，气势恢宏，感觉犹如天地之间一幅幅巨大的抽象画，有“梯田世界之冠”的美誉。
2015-11-07 03:52		5分	游客没用填写买票情况      	Anky		广西龙脊梯田很值得取的，景色很壮观，从桂林市区坐大巴车，四个小时就到了，当地的人都很有好很质朴，物价也算底的，是休闲度假的好地方。
